StockCode,customer_type,Description,Category,elasticity_coefficient,r_squared,p_value,observation_count,mean_price,mean_weekly_quantity,total_revenue,is_significant,elasticity_type,commercial_priority,estimated_annual_opportunity
18097C,RETAIL,WHITE TALL PORCELAIN T-LIGHT HOLDER,Candles & Lighting,-10.808071945032363,0.37395081592576895,1.0348069747870782e-05,44,2.496011131725417,17.045454545454547,1653.3,True,ELASTIC,MEDIUM,0.0
18098C,RETAIL,PORCELAIN BUTTERFLY OIL BURNER,Nature & Animals,-21.075082047151593,0.1783692982501669,0.006633307418382181,40,2.9412727272727275,6.85,789.1000000000001,True,ELASTIC,MEDIUM,0.0
20615,RETAIL,BLUE POLKADOT PASSPORT COVER,Home & Giftware,-1.0895117723325747,0.2455837028607999,0.0039255854644508655,32,1.8468750000000003,3.15625,143.25,True,ELASTIC,MEDIUM,0.0
20622,RETAIL,VIP PASSPORT COVER,Home & Giftware,0.3995576545477743,0.0,2.4440573545192275e-06,31,2.1,3.225806451612903,210.0,True,UNUSUAL,LOW,0.0
20665,RETAIL,RED RETROSPOT PURSE,Home & Giftware,0.5404035115071489,-2.220446049250313e-16,3.8340877425300126e-10,42,2.95,4.095238095238095,507.40000000000003,True,UNUSUAL,LOW,0.0
20675,RETAIL,BLUE POLKADOT BOWL,Home & Giftware,-19.291118078198966,0.08205681609845095,0.009525242752752367,81,1.2480587484035761,10.580246913580247,1057.57,True,ELASTIC,MEDIUM,0.0
20677,RETAIL,PINK POLKADOT BOWL,Home & Giftware,-14.782827932628928,0.06681501046855443,0.02321792792574893,77,1.2475662693470913,11.012987012987013,1046.32,True,ELASTIC,MEDIUM,0.0
20679,RETAIL,EDWARDIAN PARASOL RED,Home & Giftware,0.5859952491259328,-2.220446049250313e-16,1.9901161968547322e-20,76,5.95,5.855263157894737,2647.7499999999995,True,UNUSUAL,LOW,0.0
20685,RETAIL,DOOR MAT RED SPOT,Doormats,-5.337750854874826,0.13097813566770444,0.0002505584143274952,98,7.685568667600819,7.989795918367347,5912.41,True,ELASTIC,MEDIUM,0.0
20702,RETAIL,PINK PADDED MOBILE,Home & Giftware,-25.43282343213587,0.2245907273679244,0.0006677376335874912,48,4.241071428571428,4.4375,887.25,True,ELASTIC,MEDIUM,0.0
20711,RETAIL,JUMBO BAG TOYS,Bags,-7.582435833649303,0.05877519041270529,0.028199610835469503,82,1.9896341463414637,13.475609756097562,2185.95,True,ELASTIC,MEDIUM,0.0
20712,RETAIL,JUMBO BAG WOODLAND ANIMALS,Bags,-8.110551459365652,0.08036694215346185,0.009402364245535512,83,1.990759339880531,16.42168674698795,2672.05,True,ELASTIC,MEDIUM,0.0
20713,RETAIL,JUMBO BAG OWLS,Bags,-4.587538366891394,0.02364088447057,0.1732915810721805,80,1.9806233202687573,21.8125,3398.91,False,ELASTIC,LOW,0.0
20718,RETAIL,RED RETROSPOT SHOPPER BAG,Bags,-16.85421264324395,0.1653345008987741,5.245779814078618e-05,93,1.2433101353057092,22.49462365591398,2539.0,True,ELASTIC,MEDIUM,0.0
20719,RETAIL,WOODLAND CHARLOTTE BAG,Bags,-0.40812167384675685,-2.220446049250313e-16,1.4581173416911008e-40,89,0.8499999999999998,18.95505617977528,1433.95,True,INELASTIC,HIGH,46.16906579218171
20723,RETAIL,STRAWBERRY CHARLOTTE BAG,Bags,-17.5279456692802,0.10260087705518761,0.001553394331192422,95,0.8478774640517925,21.63157894736842,1720.75,True,ELASTIC,MEDIUM,0.0
20724,RETAIL,RED RETROSPOT CHARLOTTE BAG,Bags,-12.377847305530755,0.06759204167965172,0.008317597694424746,102,0.847913292555728,33.1764705882353,2850.4,True,ELASTIC,MEDIUM,0.0
20725,RETAIL,LUNCH BAG RED RETROSPOT,Bags,-20.071720441019618,0.11210306366232281,0.0005464306537196942,103,1.6471193854689001,44.407766990291265,7477.0999999999985,True,ELASTIC,MEDIUM,0.0
20726,RETAIL,LUNCH BAG WOODLAND,Bags,1.1613336639893224,2.220446049250313e-16,5.110550042041615e-56,98,1.65,24.26530612244898,3923.7,True,UNUSUAL,LOW,0.0
20727,RETAIL,LUNCH BAG  BLACK SKULL.,Bags,1.426717355295874,2.220446049250313e-16,2.783490253815193e-81,100,1.65,40.53,6687.45,True,UNUSUAL,LOW,0.0
20728,RETAIL,LUNCH BAG CARS BLUE,Bags,1.214741916258695,3.3306690738754696e-16,4.526768414787945e-56,100,1.65,27.67,4565.549999999998,True,UNUSUAL,LOW,0.0
20748,RETAIL,KENSINGTON COFFEE SET,Sets & Kits,-2.8866059442718184,0.2764656447281497,0.0004933309258922799,40,12.57,2.95,1346.1,True,ELASTIC,MEDIUM,0.0
20749,RETAIL,ASSORTED COLOUR MINI CASES,Home & Giftware,-9.430507131139866,0.4747174923593679,6.003997606425874e-13,83,7.70230974394539,8.168674698795181,4886.1,True,ELASTIC,MEDIUM,0.0
20750,RETAIL,RED RETROSPOT MINI CASES,Home & Giftware,-8.220015997412437,0.3458259505285224,2.8961178072839984e-08,75,7.798236007719882,5.906666666666666,3305.85,True,ELASTIC,MEDIUM,0.0
20751,RETAIL,FUNKY WASHING UP GLOVES ASSORTED,Home & Giftware,0.7551641850581617,0.0,1.5964427885618764e-21,76,2.1,7.697368421052632,1228.4999999999998,True,UNUSUAL,LOW,0.0
20752,RETAIL,BLUE POLKADOT WASHING UP GLOVES,Home & Giftware,-3.861563643189347,0.1477549263628848,0.0031561042773045373,57,2.0812030075187966,5.0701754385964914,561.9,True,ELASTIC,MEDIUM,0.0
20754,RETAIL,RETRO RED SPOTTY WASHING UP GLOVES,Home & Giftware,-13.3275370845596,0.16617935207773216,8.892390789291089e-05,87,2.0908277751535187,8.310344827586206,1459.2600000000002,True,ELASTIC,MEDIUM,0.0
20755,RETAIL,BLUE PAISLEY POCKET BOOK,Home & Giftware,-0.2062681362217644,0.0,3.1344565034752232e-09,35,0.8500000000000001,5.828571428571428,173.39999999999998,True,INELASTIC,HIGH,19.91695318927759
20764,RETAIL,ABSTRACT CIRCLES SKETCHBOOK,Home & Giftware,-2.3113834626583594,0.21193792950821366,0.003633347613869737,38,3.663157894736842,3.763157894736842,470.65,True,ELASTIC,MEDIUM,0.0
20765,RETAIL,CHRYSANTHEMUM SKETCHBOOK,Home & Giftware,-1.9791493383882792,0.23895713717594014,0.0013713195100000988,40,3.6875,2.55,342.5,True,ELASTIC,MEDIUM,0.0
20766,RETAIL,GARDEN PATH SKETCHBOOK,Home & Giftware,-1.8690751968805546,0.4228706505239094,3.1420074753269907e-05,34,3.5337370242214536,4.0,390.0,True,ELASTIC,MEDIUM,0.0
20767,RETAIL,BLUE PAISLEY JOURNAL,Home & Giftware,0.4366062454963836,2.220446049250313e-16,9.031371320283799e-08,33,2.55,3.121212121212121,262.65,True,UNUSUAL,LOW,0.0
20768,RETAIL,GREEN FERN JOURNAL,Home & Giftware,-1.8823344014063843,0.18902149693714765,0.008054490604012343,36,2.5027777777777773,3.388888888888889,280.5,True,ELASTIC,MEDIUM,0.0
20770,RETAIL,ABSTRACT CIRCLE JOURNAL,Home & Giftware,-3.1002850415666767,0.32569241475939437,0.000990554952377849,30,2.4798648648648642,5.033333333333333,307.6500000000001,True,ELASTIC,MEDIUM,0.0
20771,RETAIL,CHRYSANTHEMUM  JOURNAL,Home & Giftware,-2.826193284276158,0.21024219221845253,0.00947951684572981,31,2.5051319648093835,3.838709677419355,272.85,True,ELASTIC,MEDIUM,0.0
20772,RETAIL,GARDEN PATH JOURNAL,Home & Giftware,-2.0826192998390045,0.31116261576983906,0.0007439198489566723,33,2.4543290043290042,4.151515151515151,288.15000000000003,True,ELASTIC,MEDIUM,0.0
20802,RETAIL,SMALL GLASS SUNDAE DISH CLEAR,Home & Giftware,-16.0552751117726,0.2614458987496495,0.0019979249461925417,34,1.638235294117647,11.382352941176471,616.95,True,ELASTIC,MEDIUM,0.0
20828,RETAIL,GLITTER BUTTERFLY CLIPS,Nature & Animals,-13.83730921704821,0.10440289315897433,0.0028878886880874797,83,2.541264638975483,11.80722891566265,2455.8,True,ELASTIC,MEDIUM,0.0
20829,RETAIL,GLITTER HANGING BUTTERFLY STRING,Nature & Animals,0.8744110313727547,0.0,9.44029869873764e-22,69,2.0999999999999996,10.130434782608695,1467.8999999999999,True,UNUSUAL,LOW,0.0
20854,RETAIL,BLUE PATCH PURSE PINK HEART,Home & Giftware,0.3804561811852995,0.0,2.3248946239259286e-07,31,1.6499999999999995,3.5483870967741935,181.49999999999997,True,UNUSUAL,LOW,0.0
20886,RETAIL,BOX OF 9 PEBBLE CANDLES,Candles & Lighting,-18.762118483665354,0.257138527741396,2.5993235338081017e-05,62,1.9408228867906288,9.419354838709678,1087.1999999999998,True,ELASTIC,MEDIUM,0.0
20893,RETAIL,HANGING BAUBLE T-LIGHT HOLDER SMALL,Candles & Lighting,-15.80412996030925,0.4801812995689946,1.5561643144252873e-05,31,2.5211665930181173,6.645161290322581,476.70000000000016,True,ELASTIC,MEDIUM,0.0
20894,RETAIL,HANGING BAUBLE T-LIGHT HOLDER LARGE,Candles & Lighting,0.4498410170237044,0.0,5.101736705274513e-08,32,2.95,3.15625,297.95000000000005,True,UNUSUAL,LOW,0.0
20914,RETAIL,SET/5 RED RETROSPOT LID GLASS BOWLS,Sets & Kits,-15.728023367025948,0.2037020792655152,1.3503774380114728e-06,105,2.9302543810896995,22.152380952380952,6688.500000000001,True,ELASTIC,MEDIUM,0.0
20931,RETAIL,BLUE POT PLANT CANDLE,Candles & Lighting,-1.8216948709019534,0.21891709148527905,0.00526424337836322,34,3.4411764705882355,5.705882352941177,578.6999999999999,True,ELASTIC,MEDIUM,0.0
20972,RETAIL,PINK CREAM FELT CRAFT TRINKET BOX,Storage,-12.363804023189658,0.05757373268546917,0.01917753299974966,95,1.2481538461538462,32.92631578947368,3882.64,True,ELASTIC,MEDIUM,0.0
20973,RETAIL,12 PENCIL SMALL TUBE WOODLAND,Home & Giftware,-0.9623914608251476,0.0,7.965205521627725e-26,67,0.6499999999999998,27.16417910447761,1183.0,True,INELASTIC,HIGH,0.0
20974,RETAIL,12 PENCILS SMALL TUBE SKULL,Home & Giftware,-1.0692691264873848,-2.220446049250313e-16,2.423625044084348e-40,91,0.65,32.13186813186813,1900.6000000000001,True,ELASTIC,MEDIUM,0.0
20975,RETAIL,12 PENCILS SMALL TUBE RED RETROSPOT,Home & Giftware,-1.196660021737611,0.0,5.3985277855193696e-37,78,0.6499999999999999,43.65384615384615,2213.2499999999995,True,ELASTIC,MEDIUM,0.0
20981,RETAIL,12 PENCILS TALL TUBE WOODLAND,Home & Giftware,-0.35560094095045214,0.0,4.2210203349781074e-27,72,0.8499999999999999,15.305555555555555,936.7,True,INELASTIC,HIGH,41.18829422304152
20982,RETAIL,12 PENCILS TALL TUBE SKULLS,Home & Giftware,-0.36663365275308896,-2.220446049250313e-16,1.8188111825516783e-29,85,0.8499999999999995,19.24705882352941,1390.6,True,INELASTIC,HIGH,50.762716082288115
20983,RETAIL,12 PENCILS TALL TUBE RED RETROSPOT,Home & Giftware,-0.38234718417365876,0.0,6.704701778873124e-32,81,0.8499999999999998,19.469135802469136,1340.45,True,INELASTIC,HIGH,49.86100174189725
20985,RETAIL,HEART CALCULATOR,Home & Giftware,-100.43588206903262,0.12108056827655256,0.0045070489389227196,65,1.2493910256410257,7.0,565.9,True,ELASTIC,MEDIUM,0.0
20986,RETAIL,BLUE CALCULATOR RULER,Home & Giftware,-23.631261137161836,0.31262012256119265,0.0003216087813868301,37,1.2452008082849204,7.027027027027027,306.0,True,ELASTIC,MEDIUM,0.0
20992,RETAIL,JAZZ HEARTS PURSE NOTEBOOK,Home & Giftware,-0.32871147262046513,-2.220446049250313e-16,3.002367647996684e-18,48,0.85,13.666666666666666,557.5999999999999,True,INELASTIC,HIGH,38.564665874963744
21012,RETAIL,ANTIQUE ALL GLASS CANDLESTICK,Candles & Lighting,-1.7359188844356286,0.08978094481572119,0.03451638816287332,50,2.0627999999999997,10.36,1015.1600000000001,True,ELASTIC,MEDIUM,0.0
21033,RETAIL,JUMBO BAG CHARLIE AND LOLA TOYS,Bags,-1.8615978954541905,0.08136106024555878,0.020261624577378817,66,2.7413068181818185,9.181818181818182,1441.3500000000001,True,ELASTIC,MEDIUM,0.0
21034,RETAIL,REX CASH+CARRY JUMBO SHOPPER,Home & Giftware,-0.14876913627719027,0.0,8.596161132014983e-63,103,0.9500000000000001,23.718446601941746,2320.8500000000004,True,INELASTIC,HIGH,97.99486153792812
21035,RETAIL,SET/2 RED RETROSPOT TEA TOWELS,Sets & Kits,-7.087802071419993,0.10978484451821047,0.0020788847787056343,84,3.067857142857142,7.392857142857143,1874.8500000000004,True,ELASTIC,MEDIUM,0.0
21039,RETAIL,RED RETROSPOT SHOPPING BAG,Bags,0.5041890993962443,0.0,2.4037859137247084e-07,37,2.5499999999999994,4.486486486486487,423.30000000000007,True,UNUSUAL,LOW,0.0
21041,RETAIL,RED RETROSPOT OVEN GLOVE DOUBLE,Home & Giftware,0.6747748809071435,1.1102230246251565e-16,1.1284691417787073e-14,54,2.9499999999999993,5.685185185185185,905.6500000000002,True,UNUSUAL,LOW,0.0
21042,RETAIL,RED RETROSPOT APRON,Home & Giftware,0.4697008805130669,-2.220446049250313e-16,1.798256768310373e-17,64,5.950000000000001,4.015625,1529.15,True,UNUSUAL,LOW,0.0
21058,RETAIL,PARTY INVITES WOODLAND,Home & Giftware,-0.24506018261278867,1.1102230246251565e-16,5.517620495686477e-10,32,0.8500000000000001,7.21875,196.35,True,INELASTIC,HIGH,23.305859924486242
21059,RETAIL,PARTY INVITES DINOSAURS,Home & Giftware,-0.19973924718853253,2.220446049250313e-16,4.892722048358645e-14,58,0.85,5.586206896551724,275.40000000000003,True,INELASTIC,HIGH,19.266088978877086
21063,RETAIL,PARTY INVITES JAZZ HEARTS,Home & Giftware,-0.18240416578088575,-4.440892098500626e-16,1.7289130142975864e-14,60,0.85,4.7,239.69999999999996,True,INELASTIC,HIGH,16.60580944607467
21068,RETAIL,VINTAGE BILLBOARD LOVE/HATE MUG,Mugs & Drinkware,-23.98666062506809,0.19565065807383164,0.0007215591943593027,55,1.2465454545454546,11.090909090909092,721.46,True,ELASTIC,MEDIUM,0.0
21071,RETAIL,VINTAGE BILLBOARD DRINK ME MUG,Mugs & Drinkware,-26.51554854177321,0.2793117294074733,3.994477659741213e-05,54,1.2438202191481977,15.962962962962964,1009.1,True,ELASTIC,MEDIUM,0.0
21077,RETAIL,SET/20 WOODLAND PAPER NAPKINS,Sets & Kits,-0.2147525202126967,1.1102230246251565e-16,1.8200190235474475e-09,31,0.8500000000000003,5.709677419354839,150.45,True,INELASTIC,HIGH,19.27514724743481
21078,RETAIL,SET/20 STRAWBERRY PAPER NAPKINS,Sets & Kits,-17.15469063543916,0.08905334432167233,0.007556238441178252,79,0.8482521241546728,13.39240506329114,879.1399999999999,True,ELASTIC,MEDIUM,0.0
21080,RETAIL,SET/20 RED RETROSPOT PAPER NAPKINS,Sets & Kits,-12.72785422885113,0.17560743719252214,1.0549803179381119e-05,103,0.8435643548070529,34.79611650485437,2956.1599999999994,True,ELASTIC,MEDIUM,0.0
21082,RETAIL,SET/20 FRUIT SALAD PAPER NAPKINS,Sets & Kits,-0.21726092053540258,2.220446049250313e-16,3.511713690578524e-08,30,0.8500000000000002,6.2,158.1,True,INELASTIC,HIGH,20.854799907012616
21086,RETAIL,SET/6 RED SPOTTY PAPER CUPS,Mugs & Drinkware,-0.8465290365176404,0.0,3.994174866035564e-32,71,0.6499999999999999,14.690140845070422,677.95,True,INELASTIC,HIGH,3.4170008315942493
21094,RETAIL,SET/6 RED SPOTTY PAPER PLATES,Sets & Kits,-0.3673179120621077,-2.220446049250313e-16,1.3999985612193274e-37,85,0.8499999999999995,14.623529411764705,1056.55,True,INELASTIC,HIGH,38.51984337954895
21100,RETAIL,CHARLIE AND LOLA CHARLOTTE BAG,Bags,-4.70518633104974,0.14913715641664937,0.013843150317484298,40,1.63019801980198,10.775,631.15,True,ELASTIC,MEDIUM,0.0
21106,RETAIL,CREAM SLICE FLANNEL CHOCOLATE SPOT,Home & Giftware,-16.462039905214215,0.1818044308709892,0.008500081431203512,37,2.933548766157462,7.324324324324325,780.2500000000002,True,ELASTIC,MEDIUM,0.0
21107,RETAIL,CREAM SLICE FLANNEL PINK SPOT,Home & Giftware,-18.05003654179981,0.13747951239117628,0.00739566898502857,51,2.9393374343201333,8.27450980392157,1225.6999999999998,True,ELASTIC,MEDIUM,0.0
21108,RETAIL,FAIRY CAKE FLANNEL ASSORTED COLOUR,Kitchen & Baking,-1.4871264322957605,0.2741320231697494,1.261437471160686e-05,62,2.2642636560460194,30.306451612903224,3333.559999999999,True,ELASTIC,MEDIUM,0.0
21109,RETAIL,LARGE CAKE TOWEL CHOCOLATE SPOTS,Kitchen & Baking,-1.8986028506304367,0.48620374395382415,2.296551721407438e-06,36,6.36025641025641,5.027777777777778,876.1500000000001,True,ELASTIC,MEDIUM,0.0
21110,RETAIL,LARGE CAKE TOWEL PINK SPOTS,Kitchen & Baking,-1.97035617909514,0.3238704996388603,1.6143165713232454e-05,50,6.384322820037106,5.98,1419.65,True,ELASTIC,MEDIUM,0.0
21111,RETAIL,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",Home & Giftware,-3.3303133599563477,0.20304779237011428,0.00964972415269273,32,2.860836538461539,6.59375,552.8500000000001,True,ELASTIC,MEDIUM,0.0
21116,RETAIL,OWL DOORSTOP,Home & Giftware,-10.29796142319118,0.13751979778021362,0.00217508160336243,66,4.920926916221034,5.984848484848484,1921.6500000000003,True,ELASTIC,MEDIUM,0.0
21125,RETAIL,SET 6 FOOTBALL CELEBRATION CANDLES,Candles & Lighting,-4.304034406853624,0.13586844451795377,0.005621419978475192,55,1.2383188811188812,6.090909090909091,376.99,True,ELASTIC,MEDIUM,0.0
21126,RETAIL,SET OF 6 GIRLS CELEBRATION CANDLES,Candles & Lighting,-3.499160472992283,0.09441923340175473,0.017917148133946757,59,1.2385839256424276,7.898305084745763,540.74,True,ELASTIC,MEDIUM,0.0
21135,RETAIL,VICTORIAN  METAL POSTCARD SPRING,Home & Giftware,1.0603856452937477,0.0,1.8701816766101986e-30,71,1.6899999999999997,20.859154929577464,2502.89,True,UNUSUAL,LOW,0.0
21136,RETAIL,PAINTED METAL PEARS ASSORTED,Home & Giftware,-29.414355661228363,0.11356822730336857,0.0010204443144895318,92,1.688282473669997,28.097826086956523,4317.7699999999995,True,ELASTIC,MEDIUM,0.0
21137,RETAIL,BLACK RECORD COVER FRAME,Frames & Pictures,-19.809901008109236,0.6072415235329875,1.9442436237278095e-15,70,3.5901033511831266,29.485714285714284,7178.400000000001,True,ELASTIC,MEDIUM,0.0
21155,RETAIL,RED RETROSPOT PEG BAG,Bags,-0.4291236073740454,0.0035478864571490965,0.621711500176113,71,2.321830985915493,8.915492957746478,1468.3499999999995,False,INELASTIC,LOW,0.0
21156,RETAIL,RED SPOTTY CHILDS APRON,Home & Giftware,-11.905278857397755,0.034773813399841536,0.0767522606529699,91,1.9467032967032958,13.89010989010989,2446.7999999999997,False,ELASTIC,LOW,0.0
21157,RETAIL,RED RETROSPOT WASHBAG,Bags,0.6358167950173644,2.220446049250313e-16,4.867885265136844e-10,37,2.099999999999999,5.648648648648648,438.90000000000003,True,UNUSUAL,LOW,0.0
21161,RETAIL,KEEP OUT BOYS DOOR HANGER,Home & Giftware,0.2562008088621749,2.220446049250313e-16,3.1984057709917275e-07,43,1.4500000000000002,3.488372093023256,217.5,True,UNUSUAL,LOW,0.0
21162,RETAIL,TOXIC AREA  DOOR HANGER,Home & Giftware,0.24710135767599953,0.0,1.62387804077495e-05,34,1.4500000000000002,3.264705882352941,160.95,True,UNUSUAL,LOW,0.0
21163,RETAIL,DO NOT TOUCH MY STUFF DOOR HANGER,Home & Giftware,0.24244954101853655,0.0,1.1334266486535579e-05,32,1.45,2.9375,136.29999999999998,True,UNUSUAL,LOW,0.0
21164,RETAIL,HOME SWEET HOME METAL SIGN,Home & Giftware,0.7777819580998152,2.220446049250313e-16,4.808672811237707e-26,85,2.9499999999999993,6.929411764705883,1737.5500000000004,True,UNUSUAL,LOW,0.0
21165,RETAIL,BEWARE OF THE CAT METAL SIGN,Home & Giftware,-16.35542059982299,0.14190526811112358,0.0002741514160375598,89,1.6849614002904534,11.337078651685394,1670.6499999999999,True,ELASTIC,MEDIUM,0.0
21166,RETAIL,COOK WITH WINE METAL SIGN,Home & Giftware,0.5501169839765545,0.0003072282544837046,0.8750262936353046,83,2.003566265060241,17.674698795180724,2941.3799999999997,False,UNUSUAL,LOW,0.0
21169,RETAIL,YOU'RE CONFUSING ME METAL SIGN,Home & Giftware,0.8603569705795076,3.3306690738754696e-16,6.229629248754991e-26,75,1.6899999999999997,13.226666666666667,1676.4800000000002,True,UNUSUAL,LOW,0.0
21171,RETAIL,BATHROOM METAL SIGN,Home & Giftware,0.2966516699192068,-4.440892098500626e-16,2.874890635423817e-09,42,1.4500000000000002,3.4285714285714284,208.79999999999998,True,UNUSUAL,LOW,0.0
21172,RETAIL,PARTY METAL SIGN,Home & Giftware,-17.995227876379793,0.05373423301188873,0.029769950236162485,88,1.4479609175870853,16.636363636363637,2103.6,True,ELASTIC,MEDIUM,0.0
21174,RETAIL,POTTERING IN THE SHED METAL SIGN,Home & Giftware,2.282787316705416,0.004545403085924105,0.5208024596754566,93,2.005913978494624,12.505376344086022,2340.0,False,UNUSUAL,LOW,0.0
21175,RETAIL,GIN + TONIC DIET METAL SIGN,Home & Giftware,-0.2692545405848445,0.0007125279516215777,0.7952218280676823,97,2.2994845360824745,21.15463917525773,4723.65,False,INELASTIC,LOW,0.0
21181,RETAIL,PLEASE ONE PERSON  METAL SIGN,Home & Giftware,-25.565630079169647,0.037123494408958235,0.10490659287947691,72,2.098397435897436,34.166666666666664,5154.0,False,ELASTIC,LOW,0.0
21186,RETAIL,WHITE DOVE HONEYCOMB PAPER GARLAND,Bunting & Decoration,-22.915381658311063,0.09817204065671314,0.04076662378525752,43,1.6440239605355886,21.27906976744186,1490.55,True,ELASTIC,MEDIUM,0.0
21188,RETAIL,3D HEARTS  HONEYCOMB PAPER GARLAND,Bunting & Decoration,-17.110814214572475,0.24425067317970117,0.0025479759668228,35,2.9280219780219783,7.085714285714285,702.8000000000002,True,ELASTIC,MEDIUM,0.0
21191,RETAIL,LARGE WHITE HONEYCOMB PAPER BELL,Home & Giftware,-11.673542110675191,0.2570200568579052,0.004247421963222804,30,2.0754867724867725,12.0,715.82,True,ELASTIC,MEDIUM,0.0
21201,RETAIL,TROPICAL  HONEYCOMB PAPER GARLAND,Bunting & Decoration,0.6673566470116823,1.1102230246251565e-16,7.376977158470135e-12,53,2.5500000000000007,6.754716981132075,912.9,True,UNUSUAL,LOW,0.0
21204,RETAIL,DAISIES  HONEYCOMB GARLAND,Bunting & Decoration,0.5166287648428217,2.220446049250313e-16,2.643887821671207e-10,42,1.6500000000000004,5.928571428571429,410.84999999999997,True,UNUSUAL,LOW,0.0
21205,RETAIL,MULTICOLOUR 3D BALLS GARLAND,Bunting & Decoration,0.47843810616294663,0.0,5.9707899034151775e-09,39,2.5499999999999994,3.5641025641025643,354.45000000000005,True,UNUSUAL,LOW,0.0
21206,RETAIL,STRAWBERRY HONEYCOMB  GARLAND,Bunting & Decoration,-2.9262057362556404,0.17078193068202474,0.0031644898340646727,49,1.629591836734694,5.387755102040816,387.59999999999997,True,ELASTIC,MEDIUM,0.0
21207,RETAIL,SKULL AND CROSSBONES  GARLAND,Bunting & Decoration,0.4819810670569685,0.0,1.7919656427266632e-11,49,1.6500000000000001,5.63265306122449,455.4,True,UNUSUAL,LOW,0.0
21210,RETAIL,SET OF 72 RETRO SPOT PAPER  DOILIES,Sets & Kits,0.7465692257426525,0.0,2.1490403315747243e-32,82,1.4499999999999997,15.073170731707316,1792.1999999999998,True,UNUSUAL,LOW,0.0
21211,RETAIL,SET OF 72 SKULL PAPER  DOILIES,Sets & Kits,0.37477898733283144,0.0,1.5748406189701103e-09,43,1.4500000000000002,5.116279069767442,318.99999999999994,True,UNUSUAL,LOW,0.0
