StockCode,customer_type,Description,Category,elasticity_coefficient,r_squared,p_value,observation_count,mean_price,mean_weekly_quantity,total_revenue,is_significant,elasticity_type,commercial_priority,estimated_annual_opportunity
21679,RETAIL,SKULLS  STICKERS,Home & Giftware,-0.3894522022231261,1.1102230246251565e-16,1.305151166704287e-24,57,0.85,18.087719298245613,876.35,True,INELASTIC,HIGH,45.69832242048574
22907,RETAIL,PACK OF 20 NAPKINS PANTRY DESIGN,Home & Giftware,-0.4054647733337492,-2.220446049250313e-16,1.1648143136592157e-29,61,0.85,18.459016393442624,957.0999999999998,True,INELASTIC,HIGH,45.19930633327504
35961,RETAIL,FOLKART ZINC HEART CHRISTMAS DEC,Christmas,-0.37586549453816476,1.1102230246251565e-16,8.023561721156481e-32,78,0.8499999999999998,17.243589743589745,1143.25,True,INELASTIC,HIGH,44.704730047077824
21878,RETAIL,PACK OF 6 SANDCASTLE FLAGS ASSORTED,Home & Giftware,-0.34291365429362913,5.551115123125783e-16,1.3578935486282913e-20,58,0.85,16.017241379310345,789.65,True,INELASTIC,HIGH,44.09152227782491
21544,RETAIL,SKULLS  WATER TRANSFER TATTOOS,Home & Giftware,-0.34669964594995634,0.0,2.2471050027070105e-24,69,0.85,15.81159420289855,927.35,True,INELASTIC,HIGH,43.23437444402786
21684,RETAIL,SMALL MEDINA STAMPED METAL BOWL,Home & Giftware,-0.3319556281109861,0.0,2.22203270245127e-12,36,0.8500000000000001,15.083333333333334,461.5499999999999,True,INELASTIC,HIGH,42.32431201987615
21700,RETAIL,BIG DOUGHNUT FRIDGE MAGNETS,Home & Giftware,-0.3862910314443603,-2.220446049250313e-16,4.670948402596786e-19,41,0.8500000000000001,16.634146341463413,579.6999999999999,True,INELASTIC,HIGH,42.281554865613394
22521,RETAIL,CHILDS GARDEN TROWEL PINK,Home & Giftware,-0.3443123835444471,0.0,2.390303284187087e-15,45,0.8500000000000002,15.022222222222222,574.6,True,INELASTIC,HIGH,41.25031905013031
20981,RETAIL,12 PENCILS TALL TUBE WOODLAND,Home & Giftware,-0.35560094095045214,0.0,4.2210203349781074e-27,72,0.8499999999999999,15.305555555555555,936.7,True,INELASTIC,HIGH,41.18829422304152
22348,RETAIL,TEA BAG PLATE RED RETROSPOT,Bags,-0.3506204807940852,2.220446049250313e-16,1.1241189785932218e-28,80,0.8499999999999999,15.15,1030.2,True,INELASTIC,HIGH,41.136540819044235
23182,RETAIL,TOILET SIGN OCCUPIED OR VACANT,Mugs & Drinkware,-0.45328704158034827,-4.440892098500626e-16,1.5647180991338132e-15,34,0.83,18.91176470588235,533.6899999999999,True,INELASTIC,HIGH,40.924575465170236
84559B,WHOLESALE,3D SHEET OF CAT STICKERS,Home & Giftware,-0.34126541083558515,-4.440892098500626e-16,1.632026358985646e-18,53,0.8500000000000001,14.679245283018869,661.3,True,INELASTIC,HIGH,40.52598436638729
22520,RETAIL,CHILDS GARDEN TROWEL BLUE,Home & Giftware,-0.33621268838941865,0.0,3.851717993290688e-16,49,0.85,14.46938775510204,602.65,True,INELASTIC,HIGH,40.302076357487934
21726,WHOLESALE,MULTI HEARTS  STICKERS,Home & Giftware,-0.36187148025449495,0.0,1.7882616673958463e-17,42,0.8500000000000001,14.928571428571429,532.95,True,INELASTIC,HIGH,39.71867145482521
20992,WHOLESALE,JAZZ HEARTS PURSE NOTEBOOK,Home & Giftware,-0.3801917981172696,2.220446049250313e-16,1.3395656871035352e-23,46,0.8500000000000002,15.108695652173912,590.7499999999999,True,INELASTIC,HIGH,38.85212384565034
22132,RETAIL,RED LOVE HEART SHAPE CUP,Mugs & Drinkware,-0.30353252168241984,-2.220446049250313e-16,6.533423326801487e-12,41,0.8500000000000001,13.170731707317072,459.0,True,INELASTIC,HIGH,38.77759597495709
22437,RETAIL,SET OF 9 BLACK SKULL BALLOONS,Sets & Kits,-0.35873408083280733,-2.220446049250313e-16,2.29605017025198e-22,56,0.8499999999999999,14.482142857142858,689.35,True,INELASTIC,HIGH,38.75182326931451
10133,RETAIL,COLOURING PENCILS BROWN TUBE,Home & Giftware,-0.38422713894215177,0.0,1.66937653245118e-14,30,0.8500000000000002,15.166666666666666,386.75000000000006,True,INELASTIC,HIGH,38.703629365359426
20992,RETAIL,JAZZ HEARTS PURSE NOTEBOOK,Home & Giftware,-0.32871147262046513,-2.220446049250313e-16,3.002367647996684e-18,48,0.85,13.666666666666666,557.5999999999999,True,INELASTIC,HIGH,38.564665874963744
21094,RETAIL,SET/6 RED SPOTTY PAPER PLATES,Sets & Kits,-0.3673179120621077,-2.220446049250313e-16,1.3999985612193274e-37,85,0.8499999999999995,14.623529411764705,1056.55,True,INELASTIC,HIGH,38.51984337954895
21724,WHOLESALE,PANDA AND BUNNIES STICKER SHEET,Home & Giftware,-0.35523739226881723,3.3306690738754696e-16,1.8575461253587726e-18,43,0.8500000000000001,14.069767441860465,514.25,True,INELASTIC,HIGH,37.88757344807795
22196,RETAIL,SMALL HEART MEASURING SPOONS,Home & Giftware,-0.3298536219382358,1.1102230246251565e-16,6.613060209783566e-27,78,0.8499999999999998,13.384615384615385,887.4,True,INELASTIC,HIGH,37.69444569874736
21725,WHOLESALE,SWEETIES  STICKERS,Home & Giftware,-0.3705937481554181,2.220446049250313e-16,8.493204187921302e-18,38,0.8500000000000003,14.026315789473685,453.04999999999995,True,INELASTIC,HIGH,36.723324045200926
21677,RETAIL,HEARTS  STICKERS,Home & Giftware,-0.3792325198779629,0.0,5.305552231457794e-26,47,0.8500000000000002,14.212765957446809,567.8000000000001,True,INELASTIC,HIGH,36.614522430213505
22133,RETAIL,PINK LOVE HEART SHAPE CUP,Mugs & Drinkware,-0.26976841229112763,2.220446049250313e-16,7.800902238972055e-10,39,0.8500000000000002,11.692307692307692,387.6,True,INELASTIC,HIGH,36.34420529807398
22565,RETAIL,FELTCRAFT HAIRBANDS PINK + WHITE,Home & Giftware,-0.32229431436037587,2.220446049250313e-16,8.447018586995871e-18,52,0.8500000000000001,12.73076923076923,562.7,True,INELASTIC,HIGH,36.320948824035824
22948,RETAIL,METAL DECORATION NAUGHTY CHILDREN,Home & Giftware,-0.33124837764382375,0.0,1.2105926211775648e-12,32,0.8500000000000001,12.84375,349.34999999999997,True,INELASTIC,HIGH,36.08413529453578
21389,RETAIL,IVORY HANGING DECORATION  BIRD,Nature & Animals,-0.3410757752857122,0.0,4.62202226376325e-18,42,0.8500000000000001,12.761904761904763,455.59999999999997,True,INELASTIC,HIGH,35.24441940906251
84534B,WHOLESALE,FAIRY CAKE NOTEBOOK A5 SIZE,Kitchen & Baking,-0.3138966570116984,-2.220446049250313e-16,1.036214164591263e-10,32,0.85,12.15625,330.65,True,INELASTIC,HIGH,35.17817507668589
22755,RETAIL,SMALL PURPLE BABUSHKA NOTEBOOK,Home & Giftware,-0.3026050597183413,2.220446049250313e-16,6.267179203092334e-15,48,0.85,11.729166666666666,478.54999999999995,True,INELASTIC,HIGH,34.58619488338803
22321,RETAIL,BIRD DECORATION RED RETROSPOT,Nature & Animals,-0.35902539039206266,-2.220446049250313e-16,1.574308913847321e-17,37,0.8500000000000002,12.64864864864865,397.79999999999995,True,INELASTIC,HIGH,33.82778060258527
22255,WHOLESALE,FELT TOADSTOOL  SMALL,Home & Giftware,-0.2984732591095221,2.220446049250313e-16,2.422256854621515e-10,31,0.8500000000000003,11.387096774193548,300.04999999999995,True,INELASTIC,HIGH,33.806274968256616
22181,WHOLESALE,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,Frames & Pictures,-0.3361334935430758,-2.220446049250313e-16,1.3191230891860315e-12,31,0.8500000000000003,12.096774193548388,318.74999999999994,True,INELASTIC,HIGH,33.69821315798669
85231B,RETAIL,CINAMMON SET OF 9 T-LIGHTS,Candles & Lighting,-0.27864309048932995,-2.220446049250313e-16,3.494452356111018e-17,61,0.85,10.950819672131148,567.8000000000001,True,INELASTIC,HIGH,33.56686085933289
22262,RETAIL,FELT EGG COSY CHICKEN,Home & Giftware,-0.2928729668217912,-2.220446049250313e-16,3.0794243420393077e-13,40,0.85,11.125,378.24999999999994,True,INELASTIC,HIGH,33.331074442851026
21723,RETAIL,ALPHABET HEARTS STICKER SHEET,Home & Giftware,-0.23694429688690047,0.0,1.653195634041433e-07,33,0.85,10.090909090909092,283.05,True,INELASTIC,HIGH,32.97685708795308
84006,RETAIL,MAGIC TREE -PAPER FLOWERS,Home & Giftware,-0.30612329349361994,0.0,1.741883731720311e-14,40,0.85,11.15,379.09999999999997,True,INELASTIC,HIGH,32.68765829942933
85227,RETAIL,SET OF 6 3D KIT CARDS FOR KIDS,Sets & Kits,-0.3209123777487518,0.0,1.448236511194292e-23,62,0.8500000000000001,11.419354838709678,601.8,True,INELASTIC,HIGH,32.65620331814489
21789,RETAIL,KIDS RAIN MAC PINK,Home & Giftware,-0.26368277614996005,2.220446049250313e-16,1.629544495293635e-13,52,0.8500000000000001,10.365384615384615,458.15,True,INELASTIC,HIGH,32.52631097175855
21238,RETAIL,RED RETROSPOT CUP,Mugs & Drinkware,-0.3116169941612318,0.0,1.2324544884342513e-30,86,0.8499999999999994,11.104651162790697,811.75,True,INELASTIC,HIGH,32.25810298303052
22261,RETAIL,FELT EGG COSY WHITE RABBIT,Home & Giftware,-0.29884922072677894,0.0,1.4885125491792414e-11,35,0.8500000000000001,10.8,321.29999999999995,True,INELASTIC,HIGH,32.043546959325134
22962,RETAIL,JAM JAR WITH PINK LID,Storage,-0.3281567770216851,0.0,4.225999316974786e-15,36,0.8500000000000001,11.305555555555555,345.95,True,INELASTIC,HIGH,31.932561452751976
22523,RETAIL,CHILDS GARDEN FORK PINK,Home & Giftware,-0.27662839231163133,-2.220446049250313e-16,4.0172687926674076e-16,59,0.85,10.338983050847459,518.5000000000001,True,INELASTIC,HIGH,31.79271155109013
22566,RETAIL,FELTCRAFT HAIRBAND PINK AND PURPLE,Home & Giftware,-0.3115886572426041,0.0,1.177192658471618e-17,50,0.85,10.92,464.09999999999997,True,INELASTIC,HIGH,31.723210957472137
22587,RETAIL,FELTCRAFT HAIRBAND RED AND BLUE,Home & Giftware,-0.2945068347830955,1.1102230246251565e-16,4.474554581834916e-16,50,0.85,10.54,447.94999999999993,True,INELASTIC,HIGH,31.49465588825958
22651,RETAIL,GENTLEMAN SHIRT REPAIR KIT,Sets & Kits,-0.3589659741531306,2.220446049250313e-16,2.2011849785848068e-18,32,0.8499999999999999,11.375,309.4,True,INELASTIC,HIGH,30.424797057967574
22522,RETAIL,CHILDS GARDEN FORK BLUE,Home & Giftware,-0.28778379017480576,0.0,1.645826123866106e-18,59,0.85,10.05084745762712,504.05,True,INELASTIC,HIGH,30.361551878251973
22754,RETAIL,SMALL RED BABUSHKA NOTEBOOK,Home & Giftware,-0.28318780159512696,0.0,1.17465145745197e-13,41,0.8500000000000001,9.951219512195122,346.79999999999995,True,INELASTIC,HIGH,30.28296318846227
72122,RETAIL,COFFEE SCENT PILLAR CANDLE,Candles & Lighting,-0.0757049648436808,1.1102230246251565e-16,1.2761220212375124e-13,41,0.9500000000000001,6.682926829268292,260.29999999999995,True,INELASTIC,HIGH,30.264430891824542
84559A,RETAIL,3D SHEET OF DOG STICKERS,Home & Giftware,-0.24897561352723638,-2.220446049250313e-16,2.390637789852349e-10,41,0.8500000000000001,9.414634146341463,328.1000000000001,True,INELASTIC,HIGH,30.216085338385433
85177,RETAIL,BASKET OF FLOWERS SEWING KIT,Sets & Kits,-0.28369713747163083,0.0,5.405378947991041e-10,32,0.85,9.84375,267.75,True,INELASTIC,HIGH,29.931541345252292
21788,RETAIL,KIDS RAIN MAC BLUE,Home & Giftware,-0.24379357625453157,0.0,1.6293928350482324e-12,50,0.85,9.22,391.85,True,INELASTIC,HIGH,29.823709329349317
21723,WHOLESALE,ALPHABET HEARTS STICKER SHEET,Home & Giftware,-0.34247300274172887,0.0,7.660836221006003e-18,35,0.8500000000000001,10.771428571428572,320.44999999999993,True,INELASTIC,HIGH,29.674168293499502
72122,WHOLESALE,COFFEE SCENT PILLAR CANDLE,Candles & Lighting,-0.08185182677686784,0.0,2.1798642999643663e-13,34,0.95,6.588235294117647,212.79999999999998,True,INELASTIC,HIGH,29.615548435822582
21675,RETAIL,BUTTERFLIES STICKERS,Home & Giftware,-0.33670932133341236,-6.661338147750939e-16,9.116004378497336e-20,37,0.8500000000000002,10.297297297297296,323.84999999999997,True,INELASTIC,HIGH,28.656547177213998
84559B,RETAIL,3D SHEET OF CAT STICKERS,Home & Giftware,-0.2686530239298138,0.0,6.511819387238631e-12,37,0.8500000000000002,9.08108108108108,285.6000000000001,True,INELASTIC,HIGH,28.27675197868894
22249,RETAIL,DECORATION WHITE CHICK MAGIC GARDEN,Home & Giftware,-0.26534028853298347,0.0,4.1585168354145e-10,32,0.8500000000000001,8.84375,240.55,True,INELASTIC,HIGH,27.68019035481861
22245,RETAIL,"HOOK, 1 HANGER ,MAGIC GARDEN",Home & Giftware,-0.2701006980956761,0.0,9.961964683533672e-11,35,0.8500000000000001,8.82857142857143,262.65,True,INELASTIC,HIGH,27.42834444029647
22586,RETAIL,FELTCRAFT HAIRBAND PINK AND BLUE,Home & Giftware,-0.2607538229058886,0.0,8.54782915475073e-15,51,0.85,8.686274509803921,376.54999999999995,True,INELASTIC,HIGH,27.38100404848991
21680,RETAIL,WOODLAND  STICKERS,Home & Giftware,-0.29573927946040957,-2.220446049250313e-16,1.7315230353831204e-13,33,0.85,9.151515151515152,256.7,True,INELASTIC,HIGH,27.29087630986587
85231G,RETAIL,ORANGE SCENTED SET/9 T-LIGHTS,Candles & Lighting,-0.24888229948107826,0.0,2.245760267832198e-14,52,0.8500000000000001,8.211538461538462,362.95,True,INELASTIC,HIGH,26.35849863436769
85176,RETAIL,SEWING SUSAN 21 NEEDLE SET,Sets & Kits,-0.24224876443974597,-2.220446049250313e-16,3.638717026179791e-12,49,0.85,8.081632653061224,336.59999999999997,True,INELASTIC,HIGH,26.202160344661355
22250,RETAIL,DECORATION  BUTTERFLY  MAGIC GARDEN,Nature & Animals,-0.2556088224868375,2.220446049250313e-16,8.340856139711425e-11,34,0.8500000000000001,8.176470588235293,236.29999999999998,True,INELASTIC,HIGH,25.978526870858268
21725,RETAIL,SWEETIES  STICKERS,Home & Giftware,-0.24889979849379865,2.220446049250313e-16,1.6891159888614063e-09,34,0.85,8.058823529411764,232.9,True,INELASTIC,HIGH,25.86760809541598
22908,RETAIL,PACK OF 20 NAPKINS RED APPLES,Home & Giftware,-0.2567694316568766,0.0,4.407535298026863e-15,47,0.8500000000000002,7.829787234042553,312.79999999999995,True,INELASTIC,HIGH,24.832851586566175
22268,RETAIL,DECORATION SITTING BUNNY,Home & Giftware,-0.24387998422216925,1.1102230246251565e-16,3.7925431464332504e-10,33,0.8499999999999999,7.606060606060606,213.35000000000002,True,INELASTIC,HIGH,24.59994347559591
21241,RETAIL,GREEN POLKADOT CUP,Mugs & Drinkware,-0.27726944891363675,0.0,2.0039584747833148e-13,34,0.8500000000000001,7.970588235294118,230.34999999999997,True,INELASTIC,HIGH,24.48497704624984
21058,RETAIL,PARTY INVITES WOODLAND,Home & Giftware,-0.24506018261278867,1.1102230246251565e-16,5.517620495686477e-10,32,0.8500000000000001,7.21875,196.35,True,INELASTIC,HIGH,23.305859924486242
21442,RETAIL,GREEN BIRDHOUSE DECORATION,Nature & Animals,-0.233347667498438,1.1102230246251565e-16,1.7612576794679134e-09,32,0.85,6.75,183.59999999999997,True,INELASTIC,HIGH,22.176879574202513
22260,RETAIL,FELT EGG COSY BLUE RABBIT,Home & Giftware,-0.23018916572000886,1.1102230246251565e-16,5.113944027260015e-09,30,0.8500000000000002,6.533333333333333,166.6,True,INELASTIC,HIGH,21.565359138292877
21082,RETAIL,SET/20 FRUIT SALAD PAPER NAPKINS,Sets & Kits,-0.21726092053540258,2.220446049250313e-16,3.511713690578524e-08,30,0.8500000000000002,6.2,158.1,True,INELASTIC,HIGH,20.854799907012616
20755,RETAIL,BLUE PAISLEY POCKET BOOK,Home & Giftware,-0.2062681362217644,0.0,3.1344565034752232e-09,35,0.8500000000000001,5.828571428571428,173.39999999999998,True,INELASTIC,HIGH,19.91695318927759
84534B,RETAIL,FAIRY CAKE NOTEBOOK A5 SIZE,Kitchen & Baking,-0.21510730520202892,0.0,3.577412847336252e-10,34,0.8500000000000001,5.882352941176471,170.0,True,INELASTIC,HIGH,19.84793107122198
21382,WHOLESALE,SET/4 SPRING FLOWER DECORATION,Sets & Kits,-0.8226075813599827,0.20794276937281675,0.0040108418883833055,38,1.965789473684211,19.973684210526315,932.25,True,INELASTIC,HIGH,19.423326270423487
21077,RETAIL,SET/20 WOODLAND PAPER NAPKINS,Sets & Kits,-0.2147525202126967,1.1102230246251565e-16,1.8200190235474475e-09,31,0.8500000000000003,5.709677419354839,150.45,True,INELASTIC,HIGH,19.27514724743481
21059,RETAIL,PARTY INVITES DINOSAURS,Home & Giftware,-0.19973924718853253,2.220446049250313e-16,4.892722048358645e-14,58,0.85,5.586206896551724,275.40000000000003,True,INELASTIC,HIGH,19.266088978877086
21942,RETAIL,SKULLS DESIGN FLANNEL,Home & Giftware,-0.1749508960606277,2.220446049250313e-16,3.3393448204356683e-06,31,0.8500000000000003,5.129032258064516,135.14999999999995,True,INELASTIC,HIGH,18.30751000623108
35965,RETAIL,FOLKART HEART NAPKIN RINGS,Home & Giftware,-0.6023690318076063,0.16116526954045118,0.0069143287922858445,44,2.3118181818181824,4.386363636363637,359.83,True,INELASTIC,HIGH,17.79094798576347
79066K,RETAIL,RETRO MOD TRAY,Home & Giftware,-0.2061301942538847,1.1102230246251565e-16,1.836821228779044e-11,39,0.8500000000000002,5.128205128205129,169.99999999999994,True,INELASTIC,HIGH,17.527153823269813
22613,RETAIL,PACK OF 20 SPACEBOY NAPKINS,Home & Giftware,-0.1651534481566613,-4.440892098500626e-16,9.044481594695262e-09,43,0.8500000000000001,4.744186046511628,173.39999999999998,True,INELASTIC,HIGH,17.15983448262121
21724,RETAIL,PANDA AND BUNNIES STICKER SHEET,Home & Giftware,-0.16002423496944868,0.0,2.168744794061781e-06,32,0.8499999999999999,4.625,125.80000000000001,True,INELASTIC,HIGH,16.844075034300747
21063,RETAIL,PARTY INVITES JAZZ HEARTS,Home & Giftware,-0.18240416578088575,-4.440892098500626e-16,1.7289130142975864e-14,60,0.85,4.7,239.69999999999996,True,INELASTIC,HIGH,16.60580944607467
21382,RETAIL,SET/4 SPRING FLOWER DECORATION,Sets & Kits,-0.7536316989833098,0.25285456436916365,0.0033544697670999197,32,1.85,9.6875,417.30000000000007,True,INELASTIC,HIGH,15.936609438161595
84989A,RETAIL,75 GREEN FAIRY CAKE CASES,Kitchen & Baking,-0.5026310784906599,0.0,5.263032935178882e-05,35,0.5500000000000002,10.342857142857143,199.1,True,INELASTIC,HIGH,13.22564545710729
22921,RETAIL,HERB MARKER CHIVES,Home & Giftware,-0.7322252435872231,-2.220446049250313e-16,1.8851277636352553e-12,37,0.6499999999999998,16.10810810810811,387.4,True,INELASTIC,HIGH,10.59247514670951
22920,RETAIL,HERB MARKER BASIL,Home & Giftware,-0.7389514899795949,-2.220446049250313e-16,1.3870718479927702e-13,39,0.6499999999999998,15.846153846153847,401.7,True,INELASTIC,HIGH,10.023934016362183
21899,RETAIL,GARAGE KEY FOB,Home & Giftware,-0.7460896744785637,0.0,1.6659835878146708e-27,89,0.65,15.696629213483146,908.0500000000001,True,INELASTIC,HIGH,9.512763040823756
84535B,RETAIL,FAIRY CAKES NOTEBOOK A6 SIZE,Kitchen & Baking,-0.6318448557728528,2.220446049250313e-16,2.966884921186868e-19,62,0.6499999999999998,9.225806451612904,371.79999999999995,True,INELASTIC,HIGH,9.50996891302092
22916,RETAIL,HERB MARKER THYME,Home & Giftware,-0.7543466331623486,0.0,9.447896212208292e-14,39,0.6499999999999998,16.17948717948718,410.1499999999999,True,INELASTIC,HIGH,9.308693499907864
21902,RETAIL,"KEY FOB , FRONT  DOOR",Home & Giftware,-0.6893429585524082,3.3306690738754696e-16,1.0122196494790204e-25,78,0.6499999999999998,11.35897435897436,575.8999999999999,True,INELASTIC,HIGH,9.280541945775658
22917,RETAIL,HERB MARKER ROSEMARY,Home & Giftware,-0.7565541496008346,3.3306690738754696e-16,2.2589228024692055e-14,40,0.65,16.025,416.65,True,INELASTIC,HIGH,9.088285040340159
22116,WHOLESALE,METAL SIGN HIS DINNER IS SERVED,Home & Giftware,-0.8336077250196275,0.1823408184008134,0.004293431048738605,43,1.7435148479427551,11.930232558139535,646.95,True,INELASTIC,HIGH,8.98091942624493
