StockCode,customer_type,Description,Category,elasticity_coefficient,r_squared,p_value,observation_count,mean_price,mean_weekly_quantity,total_revenue,is_significant,elasticity_type,commercial_priority,estimated_annual_opportunity
20676,WHOLESALE,RED RETROSPOT BOWL,Home & Giftware,-11.408612252791652,0.49934582339610845,2.1336357928792613e-16,100,1.1992002601719514,59.56,6827.26,True,ELASTIC,MEDIUM,0.0
20677,WHOLESALE,PINK POLKADOT BOWL,Home & Giftware,-8.239713528207592,0.42376436194857536,9.222771528397383e-13,95,1.2208012643608317,44.97894736842105,4897.069999999999,True,ELASTIC,MEDIUM,0.0
20679,WHOLESALE,EDWARDIAN PARASOL RED,Home & Giftware,-9.659240444357268,0.538780988968713,1.7715834815553935e-17,96,5.671694363803481,49.708333333333336,21198.769999999997,True,ELASTIC,MEDIUM,0.0
20681,WHOLESALE,PINK POLKADOT CHILDRENS UMBRELLA,Home & Giftware,-6.2172613639898335,0.022805556049599884,0.27570024134583954,54,3.2374338624338623,8.87037037037037,1547.75,False,ELASTIC,LOW,0.0
20682,WHOLESALE,RED RETROSPOT CHILDRENS UMBRELLA,Home & Giftware,-4.3882155498040545,0.08846780792938314,0.005701396762728582,85,3.253257172618041,12.223529411764705,3259.0299999999997,True,ELASTIC,MEDIUM,0.0
20684,WHOLESALE,STRAWBERRY DREAM CHILDS UMBRELLA,Home & Giftware,-6.364821615681365,0.05891604902995484,0.08612386215322868,51,3.230392156862745,4.196078431372549,686.5,False,ELASTIC,LOW,0.0
20685,WHOLESALE,DOOR MAT RED SPOT,Doormats,-6.211128397484231,0.4987475672468926,4.814160994750159e-18,111,6.951179622652032,60.45945945945946,42059.71,True,ELASTIC,MEDIUM,0.0
20686,WHOLESALE,DOLLY MIXTURE CHILDREN'S UMBRELLA,Home & Giftware,-2.187920724317822,0.06199068206731484,0.07220819452953553,53,3.2949056603773585,5.867924528301887,1005.13,False,ELASTIC,LOW,0.0
20702,WHOLESALE,PINK PADDED MOBILE,Home & Giftware,-10.021977745445609,0.08724915228276708,0.02313199252246307,59,4.223769168684423,5.661016949152542,1394.0,True,ELASTIC,MEDIUM,0.0
20703,WHOLESALE,BLUE PADDED SOFT MOBILE,Home & Giftware,-2.8382447667346904,0.01906487699997439,0.41509018723678304,37,4.2022522522522525,5.243243243243243,812.0,False,ELASTIC,LOW,0.0
20711,WHOLESALE,JUMBO BAG TOYS,Bags,-12.423086882142739,0.591992163233324,1.366865300412651e-20,99,1.8985344929842072,96.14141414141415,16756.21,True,ELASTIC,MEDIUM,0.0
20712,WHOLESALE,JUMBO BAG WOODLAND ANIMALS,Bags,-9.644943604263544,0.29346371507203406,2.053334267140016e-08,93,1.918935752081611,89.9247311827957,15568.49,True,ELASTIC,MEDIUM,0.0
20713,WHOLESALE,JUMBO BAG OWLS,Bags,-13.266425760496947,0.5875271579720209,2.0547278045293755e-18,89,1.8476341092717548,173.97752808988764,27660.019999999997,True,ELASTIC,MEDIUM,0.0
20716,WHOLESALE,PARTY FOOD SHOPPER BAG,Bags,-9.228173894532286,0.14196167993965458,0.013912852153136607,42,1.2324873737373738,18.666666666666668,945.8,True,ELASTIC,MEDIUM,0.0
20717,WHOLESALE,STRAWBERRY SHOPPER BAG,Bags,-12.37979484693881,0.22585895767153086,1.934322145578777e-06,91,1.2425002593367576,29.087912087912088,3183.53,True,ELASTIC,MEDIUM,0.0
20718,WHOLESALE,RED RETROSPOT SHOPPER BAG,Bags,-7.750327542719749,0.44652504238164314,9.217563651755486e-15,104,1.2405688979144924,62.80769230769231,7737.51,True,ELASTIC,MEDIUM,0.0
20719,WHOLESALE,WOODLAND CHARLOTTE BAG,Bags,-8.792592782846745,0.35774926440990296,4.9943014433541146e-11,100,0.8159157933648805,76.38,6064.99,True,ELASTIC,MEDIUM,0.0
20723,WHOLESALE,STRAWBERRY CHARLOTTE BAG,Bags,-8.064837923035041,0.27707686517104035,1.5710875126089262e-08,101,0.8232741977249104,92.81188118811882,7539.939999999999,True,ELASTIC,MEDIUM,0.0
20724,WHOLESALE,RED RETROSPOT CHARLOTTE BAG,Bags,-10.389518452286985,0.35612548101106833,9.374172499597149e-12,108,0.8150747178708337,127.83333333333333,10969.92,True,ELASTIC,MEDIUM,0.0
20725,WHOLESALE,LUNCH BAG RED RETROSPOT,Bags,-9.684321711108147,0.24577499564541871,4.224585535921166e-08,109,1.5895808916592717,227.11926605504587,38887.8,True,ELASTIC,MEDIUM,0.0
20726,WHOLESALE,LUNCH BAG WOODLAND,Bags,-14.535668311526429,0.3931804961647678,2.9605559206755245e-12,100,1.62928845436456,125.78,19807.06,True,ELASTIC,MEDIUM,0.0
20727,WHOLESALE,LUNCH BAG  BLACK SKULL.,Bags,-10.78066680938656,0.3891342512930792,1.938775754557642e-12,103,1.5973327215933837,177.7766990291262,28549.95,True,ELASTIC,MEDIUM,0.0
20728,WHOLESALE,LUNCH BAG CARS BLUE,Bags,-13.03115123298069,0.38926612295532315,2.465390696400435e-12,102,1.6163216574199237,156.2058823529412,25012.13,True,ELASTIC,MEDIUM,0.0
20733,WHOLESALE,GOLD MINI TAPE MEASURE,Home & Giftware,-19.891532190072862,0.35110526215277527,5.617591257456494e-05,40,0.8373257575757576,28.15,852.7,True,ELASTIC,MEDIUM,0.0
20748,WHOLESALE,KENSINGTON COFFEE SET,Sets & Kits,-3.0921776223104773,0.6144430716123304,2.9978015979620557e-07,30,11.913545126552645,6.733333333333333,1592.7000000000003,True,ELASTIC,MEDIUM,0.0
20749,WHOLESALE,ASSORTED COLOUR MINI CASES,Home & Giftware,-7.186736226167772,0.4245937055974156,6.502919568447802e-13,96,7.479387272429946,17.229166666666668,11627.54,True,ELASTIC,MEDIUM,0.0
20750,WHOLESALE,RED RETROSPOT MINI CASES,Home & Giftware,-7.813175938119558,0.376142177594332,9.230439259354563e-12,101,7.582586461797704,14.158415841584159,10354.18,True,ELASTIC,MEDIUM,0.0
20751,WHOLESALE,FUNKY WASHING UP GLOVES ASSORTED,Home & Giftware,-10.871168211241221,0.0970371666216826,0.003921929136219574,84,2.0889103265827407,16.30952380952381,2813.04,True,ELASTIC,MEDIUM,0.0
20752,WHOLESALE,BLUE POLKADOT WASHING UP GLOVES,Home & Giftware,-5.059160371789868,0.30319564320647685,4.483297440456084e-07,73,2.075442890991542,11.493150684931507,1356.8999999999999,True,ELASTIC,MEDIUM,0.0
20754,WHOLESALE,RETRO RED SPOTTY WASHING UP GLOVES,Home & Giftware,-9.838116806664384,0.2655409264221261,5.6564540163829224e-08,98,2.0653033553910256,26.081632653061224,5057.64,True,ELASTIC,MEDIUM,0.0
20761,WHOLESALE,BLUE PAISLEY SKETCHBOOK,Home & Giftware,-2.534185710512915,0.35110484455873137,2.8359698831457085e-05,43,3.7137984496124035,6.023255813953488,655.4699999999999,True,ELASTIC,MEDIUM,0.0
20762,WHOLESALE,GREEN FERN SKETCHBOOK,Home & Giftware,-2.9163983849690753,0.4254916582838575,3.820590343043003e-06,41,3.6394151319064214,7.024390243902439,717.31,True,ELASTIC,MEDIUM,0.0
20764,WHOLESALE,ABSTRACT CIRCLES SKETCHBOOK,Home & Giftware,-2.0172538144970455,0.4026061650860505,2.576063312772162e-07,54,3.623277310924369,6.87037037037037,965.5800000000002,True,ELASTIC,MEDIUM,0.0
20765,WHOLESALE,CHRYSANTHEMUM SKETCHBOOK,Home & Giftware,-2.2781088786442125,0.42110027739996814,4.452908374292192e-06,41,3.6375203252032526,7.121951219512195,717.3299999999999,True,ELASTIC,MEDIUM,0.0
20766,WHOLESALE,GARDEN PATH SKETCHBOOK,Home & Giftware,-2.1803991744358258,0.3696115045044701,1.5316391394249263e-05,43,3.7153668185087514,5.976744186046512,674.08,True,ELASTIC,MEDIUM,0.0
20767,WHOLESALE,BLUE PAISLEY JOURNAL,Home & Giftware,-2.960512205278033,0.36072270929393535,6.225996432563936e-07,58,2.4914881140687855,7.275862068965517,772.5099999999999,True,ELASTIC,MEDIUM,0.0
20768,WHOLESALE,GREEN FERN JOURNAL,Home & Giftware,-3.3880119575765835,0.39737476124725224,5.889323668786113e-06,43,2.434143206854345,10.093023255813954,751.2,True,ELASTIC,MEDIUM,0.0
20770,WHOLESALE,ABSTRACT CIRCLE JOURNAL,Home & Giftware,-2.295249341209811,0.2496335329886996,0.0005545018198974096,44,2.4111150568181814,12.954545454545455,1126.8000000000002,True,ELASTIC,MEDIUM,0.0
20771,WHOLESALE,CHRYSANTHEMUM  JOURNAL,Home & Giftware,-2.641994221384276,0.5057418600985384,2.705777957028272e-07,40,2.4828977272727273,9.075,619.3599999999999,True,ELASTIC,MEDIUM,0.0
20772,WHOLESALE,GARDEN PATH JOURNAL,Home & Giftware,-2.566764637428674,0.459347616602944,1.6680788014528244e-07,47,2.369438060642004,12.191489361702128,944.9999999999999,True,ELASTIC,MEDIUM,0.0
20773,WHOLESALE,BLUE PAISLEY NOTEBOOK,Home & Giftware,0.41021112154365397,0.0,1.5569625859813468e-10,41,1.6500000000000001,3.8048780487804876,257.4,True,UNUSUAL,LOW,0.0
20774,WHOLESALE,GREEN FERN NOTEBOOK,Home & Giftware,0.39354548278264334,0.0,5.620646442012226e-08,35,1.6499999999999997,3.942857142857143,227.70000000000002,True,UNUSUAL,LOW,0.0
20777,WHOLESALE,CHRYSANTHEMUM NOTEBOOK,Home & Giftware,0.386312653126935,3.3306690738754696e-16,2.589684228558662e-07,41,1.6500000000000001,5.463414634146342,369.59999999999997,True,UNUSUAL,LOW,0.0
20778,WHOLESALE,GARDEN PATH NOTEBOOK,Home & Giftware,0.52028706001013,-2.220446049250313e-16,6.273208576819621e-10,30,1.6499999999999995,4.8,237.60000000000002,True,UNUSUAL,LOW,0.0
20828,WHOLESALE,GLITTER BUTTERFLY CLIPS,Nature & Animals,-13.194187883003863,0.5003290018384624,9.317902009680064e-15,89,2.4656926017206233,33.10112359550562,6745.5,True,ELASTIC,MEDIUM,0.0
20829,WHOLESALE,GLITTER HANGING BUTTERFLY STRING,Nature & Animals,-10.243033594095456,0.24557140843566816,6.836271056149519e-07,90,2.078563456347908,43.611111111111114,7722.890000000001,True,ELASTIC,MEDIUM,0.0
20846,WHOLESALE,ZINC HEART LATTICE T-LIGHT HOLDER,Candles & Lighting,-8.8904011329939,0.16318546076278007,0.005923791952710077,45,1.2379774011299436,15.622222222222222,850.6300000000001,True,ELASTIC,MEDIUM,0.0
20856,WHOLESALE,DENIM PATCH PURSE PINK BUTTERFLY,Nature & Animals,0.5436324123213029,0.0,6.001200539009522e-11,32,1.65,5.09375,268.94999999999993,True,UNUSUAL,LOW,0.0
20886,WHOLESALE,BOX OF 9 PEBBLE CANDLES,Candles & Lighting,-15.199069381463987,0.2476636474839513,6.446780077315166e-06,74,1.936085907335907,13.608108108108109,1888.9499999999998,True,ELASTIC,MEDIUM,0.0
20914,WHOLESALE,SET/5 RED RETROSPOT LID GLASS BOWLS,Sets & Kits,-10.82919035850379,0.417933023806245,1.8088922054088696e-14,111,2.806883029756722,103.5945945945946,31585.89,True,ELASTIC,MEDIUM,0.0
20931,WHOLESALE,BLUE POT PLANT CANDLE,Candles & Lighting,-3.072235325360964,0.35205764207415313,0.00043456162335420975,31,3.2901294046455347,10.612903225806452,952.1500000000001,True,ELASTIC,MEDIUM,0.0
20956,WHOLESALE,PORCELAIN T-LIGHT HOLDERS ASSORTED,Candles & Lighting,-4.330021709081494,0.4352891348634643,2.008078576049846e-06,42,1.298827838827839,29.80952380952381,1453.43,True,ELASTIC,MEDIUM,0.0
20960,WHOLESALE,WATERMELON BATH SPONGE,Home & Giftware,0.7664620365992327,0.00027766902272785554,0.9254781330537655,34,1.2444117647058823,38.85294117647059,1647.45,False,UNUSUAL,LOW,0.0
20961,WHOLESALE,STRAWBERRY BATH SPONGE,Home & Giftware,-4.00452113626215,0.09373669864419265,0.008908169608528851,72,1.2709573966612036,30.63888888888889,2684.45,True,ELASTIC,MEDIUM,0.0
20963,WHOLESALE,APPLE BATH SPONGE,Home & Giftware,-4.031850939038202,0.09265264036691256,0.007509121732717345,76,1.270335072809371,28.31578947368421,2619.3700000000003,True,ELASTIC,MEDIUM,0.0
20966,WHOLESALE,SANDWICH BATH SPONGE,Home & Giftware,-14.798615566922848,0.054822560921577224,0.0981817064214275,51,1.2462745098039216,37.11764705882353,2328.25,False,ELASTIC,LOW,0.0
20967,WHOLESALE,GREY FLORAL FELTCRAFT SHOULDER BAG,Bags,-8.678811152264075,0.10631380958270087,0.016122825340812642,54,3.726818181818182,12.24074074074074,2413.59,True,ELASTIC,MEDIUM,0.0
20969,WHOLESALE,RED FLORAL FELTCRAFT SHOULDER BAG,Bags,-13.084723428723768,0.19658141343009106,8.549441743492631e-06,93,3.7109515182175934,26.602150537634408,8855.27,True,ELASTIC,MEDIUM,0.0
20970,WHOLESALE,PINK FLORAL FELTCRAFT SHOULDER BAG,Bags,-8.536773725622863,0.12475637799508699,0.0003871268367938915,97,3.73380980794094,17.721649484536083,6274.97,True,ELASTIC,MEDIUM,0.0
20971,WHOLESALE,PINK BLUE FELT CRAFT TRINKET BOX,Storage,-16.22706022281501,0.5010878157493321,8.870749530459856e-17,102,1.2235636845824909,153.83333333333334,17909.85,True,ELASTIC,MEDIUM,0.0
20972,WHOLESALE,PINK CREAM FELT CRAFT TRINKET BOX,Storage,-12.09525247609088,0.31636589370325174,7.641508397715423e-10,102,1.227150787861812,149.97058823529412,18046.359999999997,True,ELASTIC,MEDIUM,0.0
20973,WHOLESALE,12 PENCIL SMALL TUBE WOODLAND,Home & Giftware,-1.9665380927345215,0.00490131685039763,0.5675795806391906,69,0.6520756166908382,42.82608695652174,1894.95,False,ELASTIC,LOW,0.0
20974,WHOLESALE,12 PENCILS SMALL TUBE SKULL,Home & Giftware,-11.927414278119763,0.10711861025837532,0.001206032798324316,95,0.6443287794581236,89.7578947368421,5357.350000000001,True,ELASTIC,MEDIUM,0.0
20975,WHOLESALE,12 PENCILS SMALL TUBE RED RETROSPOT,Home & Giftware,-16.41094544728534,0.15064114980052135,0.00017110027383907946,89,0.6454464744246011,119.1685393258427,6635.1,True,ELASTIC,MEDIUM,0.0
20977,WHOLESALE,36 PENCILS TUBE WOODLAND,Home & Giftware,-12.19426697511064,0.009787992883628416,0.4083366876342759,72,1.2486805555555556,19.083333333333332,1714.46,False,ELASTIC,LOW,0.0
20978,WHOLESALE,36 PENCILS TUBE SKULLS,Home & Giftware,-5.107826805958494,0.018972981418352353,0.2171826738180429,82,1.2435121951219512,27.841463414634145,2820.31,False,ELASTIC,LOW,0.0
20979,WHOLESALE,36 PENCILS TUBE RED RETROSPOT,Home & Giftware,-12.698182169441772,0.061687150780938005,0.01825462181425639,90,1.2456269841269842,35.46666666666667,3938.3200000000006,True,ELASTIC,MEDIUM,0.0
20981,WHOLESALE,12 PENCILS TALL TUBE WOODLAND,Home & Giftware,-16.044517376384224,0.20201573169578124,1.595430528581142e-05,85,0.8455816993464048,28.04705882352941,1951.52,True,ELASTIC,MEDIUM,0.0
20982,WHOLESALE,12 PENCILS TALL TUBE SKULLS,Home & Giftware,-4.42265048625127,0.008914444198087734,0.4017978323271781,81,0.8465761316872426,32.80246913580247,2247.5299999999997,False,ELASTIC,LOW,0.0
20983,WHOLESALE,12 PENCILS TALL TUBE RED RETROSPOT,Home & Giftware,-12.385130472451927,0.06445267402889321,0.012099720594040147,97,0.8477663230240547,35.855670103092784,2925.1,True,ELASTIC,MEDIUM,0.0
20985,WHOLESALE,HEART CALCULATOR,Home & Giftware,-5.142951430061895,0.25369275003482694,8.853491990018236e-05,55,1.2746155473437026,26.836363636363636,1714.42,True,ELASTIC,MEDIUM,0.0
20986,WHOLESALE,BLUE CALCULATOR RULER,Home & Giftware,-3.716553353367697,0.11495610645581988,0.03233863999530675,40,1.2691941106466968,16.475,772.8000000000001,True,ELASTIC,MEDIUM,0.0
20992,WHOLESALE,JAZZ HEARTS PURSE NOTEBOOK,Home & Giftware,-0.3801917981172696,2.220446049250313e-16,1.3395656871035352e-23,46,0.8500000000000002,15.108695652173912,590.7499999999999,True,INELASTIC,HIGH,38.85212384565034
21012,WHOLESALE,ANTIQUE ALL GLASS CANDLESTICK,Candles & Lighting,-3.4290088412226316,0.6153818911715134,1.0777247613750947e-07,32,1.9842748552123552,25.46875,866.46,True,ELASTIC,MEDIUM,0.0
21033,WHOLESALE,JUMBO BAG CHARLIE AND LOLA TOYS,Bags,-2.8969438247651564,0.37159797224058344,5.561722672391585e-08,66,2.417884619569252,38.68181818181818,4584.06,True,ELASTIC,MEDIUM,0.0
21034,WHOLESALE,REX CASH+CARRY JUMBO SHOPPER,Home & Giftware,-0.11829919865669344,2.220446049250313e-16,4.3231971304469714e-48,100,0.95,13.55,1287.25,True,INELASTIC,HIGH,58.226547193468605
21035,WHOLESALE,SET/2 RED RETROSPOT TEA TOWELS,Sets & Kits,-5.745791491906388,0.28145568591611214,2.2803423892243455e-08,97,3.0822047298307247,33.24742268041237,9285.230000000001,True,ELASTIC,MEDIUM,0.0
21039,WHOLESALE,RED RETROSPOT SHOPPING BAG,Bags,-1.6816720439048392,0.11431742951211643,0.0058753270786861735,65,2.707361538461539,9.092307692307692,1488.51,True,ELASTIC,MEDIUM,0.0
21041,WHOLESALE,RED RETROSPOT OVEN GLOVE DOUBLE,Home & Giftware,-22.68846632215476,0.2590585219132263,7.977543615414299e-06,69,2.9257381807948915,23.81159420289855,4620.85,True,ELASTIC,MEDIUM,0.0
21042,WHOLESALE,RED RETROSPOT APRON,Home & Giftware,-10.130321860195767,0.39480826357749566,2.0565389699072033e-09,74,5.847464999462951,12.878378378378379,5182.85,True,ELASTIC,MEDIUM,0.0
21043,WHOLESALE,APRON MODERN VINTAGE COTTON,Home & Giftware,-1.505685228886922,0.4885384104807865,1.22089584407048e-05,31,4.278725038402457,11.516129032258064,912.1499999999999,True,ELASTIC,MEDIUM,0.0
21051,WHOLESALE,RIBBONS PURSE,Home & Giftware,-9.457131832769479,0.3562060198449394,0.00015405497269121483,35,2.0663480519480517,9.342857142857143,639.96,True,ELASTIC,MEDIUM,0.0
21055,WHOLESALE,TOOL BOX SOFT TOY,Storage,-0.710151171992491,0.019710364619744514,0.31601229176851375,53,9.496689536878216,2.9245283018867925,1448.69,False,INELASTIC,LOW,0.0
21056,WHOLESALE,DOCTOR'S BAG SOFT TOY,Bags,-0.37748553762091247,0.006586681182453535,0.5447610037308491,58,9.595216300940438,3.206896551724138,1756.86,False,INELASTIC,LOW,0.0
21058,WHOLESALE,PARTY INVITES WOODLAND,Home & Giftware,-3.595957496020887,0.109005730637041,0.005965788983453688,68,0.8603333333333333,12.867647058823529,740.6299999999999,True,ELASTIC,MEDIUM,0.0
21059,WHOLESALE,PARTY INVITES DINOSAURS,Home & Giftware,-2.7589938141832127,0.0073357010863212,0.504497311228874,63,0.8448825396825397,13.444444444444445,715.2700000000001,False,ELASTIC,LOW,0.0
21060,WHOLESALE,PARTY INVITES BALLOON GIRL,Home & Giftware,-6.677136447209166,0.05256216260271074,0.10559314864210963,51,0.8455228758169934,11.294117647058824,484.9199999999999,False,ELASTIC,LOW,0.0
21061,WHOLESALE,PARTY INVITES FOOTBALL,Home & Giftware,-6.356239173506487,0.05703241981932916,0.10211359097680743,48,0.841359126984127,12.125,486.9,False,ELASTIC,LOW,0.0
21062,WHOLESALE,PARTY INVITES SPACEMAN,Home & Giftware,-1.853005874459894,0.0024614241302896023,0.7349620078317863,49,0.8473469387755103,12.16326530612245,505.03999999999996,False,ELASTIC,LOW,0.0
21063,WHOLESALE,PARTY INVITES JAZZ HEARTS,Home & Giftware,-4.216570989472297,0.014672674631347804,0.36077608463508,59,0.8472311248073959,12.542372881355933,625.1,False,ELASTIC,LOW,0.0
21066,WHOLESALE,VINTAGE RED MUG,Mugs & Drinkware,-4.926785973274927,0.27131664479147444,0.00040531058569218863,42,1.2237500000000001,18.547619047619047,748.03,True,ELASTIC,MEDIUM,0.0
21067,WHOLESALE,VINTAGE RED TEATIME MUG,Mugs & Drinkware,-8.164018900732206,0.6073378829696477,1.772299611526281e-10,46,1.1902484883386122,57.80434782608695,2233.0200000000004,True,ELASTIC,MEDIUM,0.0
21068,WHOLESALE,VINTAGE BILLBOARD LOVE/HATE MUG,Mugs & Drinkware,-9.35826943149992,0.44412134211441523,5.539194416242472e-10,68,1.211648300295355,41.75,2788.17,True,ELASTIC,MEDIUM,0.0
21069,WHOLESALE,VINTAGE BILLBOARD TEA MUG,Mugs & Drinkware,-9.46986369422687,0.5513490742462859,1.1150139911295747e-11,60,1.205583569574333,76.35,4509.400000000001,True,ELASTIC,MEDIUM,0.0
21070,WHOLESALE,VINTAGE BILLBOARD MUG,Mugs & Drinkware,-4.184247259658063,0.4121808001717928,9.6675792460853e-08,56,1.2640110715689818,26.892857142857142,1455.3100000000002,True,ELASTIC,MEDIUM,0.0
